District,ELA_Proficiency,ELA_Proficiency_LowIncome,ELA_Proficiency_CWD,Math_Proficiency,Math_Proficiency_LowIncome,Math_Proficiency_CWD,Science_Proficiency,Science_Proficiency_LowIncome,Science_Proficiency_CWD,missing_frac,missing_count
LELAND CUSD 1,54.2,30.0,28.826529273140487,47.2,25.6,34.79060993648256,43.6,23.91569086148828,31.718999606298453,0.4,4.0
LEMONT-BROMBEREK CSD 113A,66.15,52.400000000000006,42.25,68.5,49.05,45.150000000000006,45.7,27.9,24.2,0.0,0.0
LENA WINSLOW CUSD 202,72.5,69.5,36.10497799190184,59.3,47.6,33.854733028332625,54.2,42.3,29.407301134775732,0.3,3.0
LEROY CUSD 2,58.5,48.3,26.3,44.3,36.7,17.72466103021221,32.1,26.272222914611902,32.76805860333025,0.3,3.0
LEWISTOWN CUSD 97,21.1,13.5,18.07384076038109,16.1,12.4,15.021522903727096,41.7,43.07858945404055,50.41988723976505,0.4,4.0
LEXINGTON CUSD 7,65.7,51.7,25.118276116347896,46.3,33.05169968225084,22.677576941696636,71.9,60.232522992991264,51.76505930043468,0.5,5.0
LIBERTY CUSD 2,53.8,34.9,32.7,43.2,23.3,20.4,48.2,32.54970095078061,30.44983536500426,0.2,2.0
LIBERTYVILLE SD 70,82.425,73.7,47.95,73.9,63.2,36.349999999999994,78.125,65.41656685317884,62.6754470944895,0.2,2.0
LICK CREEK CCSD 16,62.7,43.3,45.18322134019297,35.8,19.99533861204226,32.43925252750947,57.646824036712324,38.41495217522528,50.60049058623159,0.6,6.0
LIMESTONE WALTERS CCSD 316,57.6,42.4,54.2747491281894,46.4,36.4,46.363591951240124,67.6,61.00110512248474,73.97531511935962,0.4,4.0
LINCOLN ESD 156,48.1,48.1,22.5,20.4,20.4,13.9,29.8,29.8,39.745386971244,0.1,1.0
LINCOLN ESD 27,52.43333333333334,47.53333333333333,28.578693305443167,47.1,41.13333333333333,25.865837713555162,48.9,55.6,43.37062011519752,0.3,3.0
LINCOLNSHIRE-PRAIRIEVIEW SD 103,82.3,68.8,46.0,79.4,65.12548560876037,48.9,77.1,63.34846925309105,48.8,0.2,2.0
LINCOLNWOOD SD 74,67.5,46.2,44.9,45.9,27.5,38.2,60.5,44.915071617823585,52.0,0.1,1.0
LINDOP SD 92,64.6,62.0,47.7,26.5,24.0,29.5,31.3,30.0,33.93120964341134,0.1,1.0
LISBON CCSD 90,92.4,80.37128452197554,51.89717447240445,74.7,58.52182452593422,40.618380225301145,71.9,46.24461462530266,32.19137727676522,0.6,6.0
LISLE CUSD 202,67.0,39.8,33.8,62.6,31.8,30.3,59.2,33.3,32.710487277746054,0.1,1.0
LITCHFIELD CUSD 12,55.3,48.8,21.2,37.8,31.3,16.9,37.6,23.2,35.07094816833907,0.1,1.0
LOCKPORT SD 91,69.5,67.9,57.82062184654016,72.9,64.3,56.99388468705604,45.21518965793194,44.9449475208492,47.662164726623566,0.5,5.0
LOMBARD SD 44,59.1,43.54,30.7,51.6,34.18,33.56666666666667,45.55,25.37713096139424,14.574841375478634,0.2,2.0
LOSTANT CUSD 425,64.1,60.55834528472997,44.23189165666285,30.8,27.499899383189742,27.73918169869832,42.3169147197527,40.734939589078905,51.34459600837103,0.7,7.0
LOWPOINT-WASHBURN CUSD 21,50.7,46.5,19.405338817030575,33.8,31.0,11.105553743553966,33.28697465819604,31.71136729632015,19.856057320511056,0.5,5.0
LUDLOW CCSD 142,42.98985935787145,48.911893699080366,39.658621876918104,35.918680604776355,43.839886039369425,37.89927456900748,29.90541206511309,32.72547058147287,52.26997130688327,0.9,9.0
LYONS SD 103,46.833333333333336,44.5,10.4,26.166666666666668,23.549999999999997,6.329919569688858,33.88333333333333,37.175,22.82288158951441,0.2,2.0
MACOMB CUSD 185,29.4,20.8,10.4,23.0,12.7,23.71640934652584,31.5,17.6,17.029210762331086,0.2,2.0
MADISON CUSD 12,13.5,13.4,13.643283425605507,10.6,11.1,19.054454878134884,23.972296286033043,29.250291252843247,40.99699685744334,0.5,5.0
MAERCKER SD 60,55.7,39.9,35.8,54.9,34.5,29.9,57.7,35.3,50.0,0.0,0.0
MAHOMET-SEYMOUR CUSD 3,56.1,35.2,26.8,53.8,31.1,25.6,55.1,26.5,26.8,0.0,0.0
MALDEN CCSD 84,31.9,29.49115745802107,12.868686167375703,29.8,30.445337862980654,19.510379041157172,42.684089123122625,47.78776880655113,38.05105598843304,0.7,7.0
MANHATTAN SD 114,72.6,62.95,35.55,61.5,47.9,35.25,62.6,31.3,28.6,0.0,0.0
MANNHEIM SD 83,43.63333333333333,42.26666666666667,18.036752302138304,28.0,25.166666666666668,1.7480892646347979,33.4,39.0,29.82791697136168,0.3,3.0
MANTENO CUSD 5,59.3,41.2,23.5,60.2,45.6,29.4,39.41851129630381,31.47710139318965,21.954653796729488,0.3,3.0
MARENGO-UNION E CONS D 165,47.75,44.15,22.20383406070467,51.7,49.55,28.894784777880894,28.0,15.9,-7.525795000308747,0.3,3.0
MARION CUSD 2,67.74,58.64,21.482301043893322,62.46,52.14,27.4,49.260000000000005,41.260000000000005,24.704258826564693,0.2,2.0
MARISSA CUSD 40,34.5,28.0,11.051968162990537,20.4,18.7,-6.279094280593643,17.632076725230885,13.207755145322984,18.572453307514063,0.5,5.0
MAROA FORSYTH CUSD 2,63.1,47.8,27.3,56.1,30.4,36.4,38.3,14.610070611787064,18.038846552392215,0.2,2.0
MARQUARDT SD 15,41.15,38.75,16.691504070733565,31.35,27.725,20.834940065118648,35.800000000000004,40.119612423500456,31.200971081760354,0.4,4.0
MARSEILLES ESD 150,27.8,23.0,16.035817193261476,25.6,19.5,14.07689866320952,35.6,19.6,25.167563385657907,0.3,3.0
MARSHALL CUSD 2C,64.7,54.9,39.6,49.3,40.1,32.7,44.0,37.60850476285254,43.52758178076917,0.2,2.0
MARTINSVILLE CUSD 3C,54.7,45.8,41.210271891493576,47.0,40.3,30.093312805136485,41.29690839922505,22.423737387234105,36.698439711623166,0.5,5.0
MASCOUTAH CUD 19,77.53333333333333,64.96666666666667,45.7,65.03333333333333,50.333333333333336,38.46666666666667,63.46666666666667,54.05,33.3,0.0,0.0
MASSAC UD 1,71.92,65.82000000000001,41.25,63.66,60.56,44.1,59.06666666666667,51.85,52.32719974540947,0.1,1.0
MATTESON ESD 162,43.1,44.28,17.975989677253004,29.639999999999997,30.5,18.15472090658216,19.8,24.95,20.945431107111382,0.3,3.0
MATTOON CUSD 2,47.6,41.45,25.0,38.6,27.65,18.95,39.7,29.2,37.855424790012016,0.1,1.0
MAYWOOD-MELROSE PARK-BROADVIEW 89,44.9,42.65714285714286,35.77898866758387,27.985714285714288,25.12857142857143,27.580659549877435,37.22,35.06666666666666,36.47130043936378,0.3,3.0
MAZON-VERONA-KINSMAN ESD 2C,58.1,47.8,27.613142763736683,54.8,43.5,21.625906137593915,56.61141653198713,38.561179104819345,30.043114653481428,0.5,5.0
MCCLELLAN CCSD 12,39.5,32.120600496077664,27.151477401472267,37.871883702264704,26.19846722745214,7.189134419504253,51.52946378767789,46.3684813045489,53.98492266435706,0.8,8.0
MCHENRY CCSD 15,50.96,41.2,20.8,51.879999999999995,42.32,23.200000000000003,47.5,24.4,25.8272488110627,0.1,1.0
MCLEAN COUNTY USD 5,51.7125,33.36923076923077,36.4,42.68125,22.423076923076923,34.96666666666666,45.22,25.277607357705026,44.21332978195782,0.2,2.0
MEDINAH SD 11,44.7,30.1,22.531124895005817,45.1,31.0,24.4,48.9,40.0,40.02814053014192,0.2,2.0
MENDOTA CCSD 289,37.1,33.1,30.508856897590423,36.2,29.3,37.49539941064021,42.3155597733961,35.937194445997264,52.79560396990072,0.5,5.0
MERCER COUNTY SCHOOL DISTRICT 404,55.95,48.8,30.54769132021191,32.25,25.6,22.727566791637617,52.85,52.8,49.74523114387598,0.3,3.0
MEREDOSIA-CHAMBERSBURG CUSD 11,36.42331450220909,32.68445604963822,32.422467549354664,33.41014262253133,32.63976405738995,35.904553082738296,55.56002973035681,57.50537032723726,51.98548325805777,0.9,9.0
MERIDIAN CUSD 101,18.2,13.9,2.190263053689841,22.1,22.2,11.48888548570439,16.53382236278565,12.17444968358652,31.233563178364705,0.5,5.0
MERIDIAN CUSD 15,47.1,40.4,37.98501092040433,36.7,28.1,28.877906851055315,53.1,44.8,57.1617435191318,0.3,3.0
MERIDIAN CUSD 223,46.3,37.0,23.1,46.3,37.0,26.9,33.0,34.109502521787306,36.66736880913396,0.2,2.0
METAMORA CCSD 1,67.7,57.4,37.50776963219781,57.3,38.3,38.328631779391344,71.2,48.6,42.145126255455935,0.3,3.0
MIDLAND CUSD 7,51.6,42.5,42.712875095159205,56.0,40.0,30.295628152492245,47.68822058831488,45.43879293093859,54.38365828726291,0.5,5.0
MIDLOTHIAN SD 143,41.03333333333333,38.23333333333333,16.0,23.4,20.3,20.97098550250686,22.5,20.5,6.605952819449072,0.2,2.0
MIDWEST CENTRAL CUSD 191,55.0,47.3,28.416638239544458,43.9,33.0,26.54294869758926,35.9,34.5,42.186792167189424,0.3,3.0
MILFORD AREA PUBLIC SCHOOLS DISTRICT 124,35.4,30.2,29.490154497100416,28.3,21.7,31.6335520319425,31.9,24.0,62.824401178020295,0.3,3.0
MILLBURN CCSD 24,72.8,56.45,48.75,59.2,37.05,36.400000000000006,61.8,39.3,43.7,0.0,0.0
MILLER TWP CCSD 210,51.2,44.8,24.00835987804055,43.2,34.023867855092696,25.56055644534468,42.9,33.92630997445657,25.02908870377612,0.5,5.0
MILLSTADT CCSD 160,76.8,68.8,55.8,63.1,51.6,43.7,56.9,33.3,36.492474351635764,0.1,1.0
MINOOKA CCSD 201,55.52,41.739999999999995,29.166666666666668,50.44,36.14,24.675,49.7,35.4,28.4,0.0,0.0
MOKENA SD 159,65.35,49.7,30.85,65.85,53.2,39.7,46.2,29.057556740945877,17.584461102686067,0.2,2.0
MOLINE-COAL VALLEY CUSD 40,35.87,25.77,23.9,34.58,24.4,41.129644187105,29.214285714285715,24.053210590786556,39.987115174322355,0.3,3.0
MOMENCE CUSD 1,31.7,29.3,36.1175344738405,29.4,25.3,30.416325987085578,51.90002450415806,60.787972623351905,79.09487861707811,0.5,5.0
MONMOUTH-ROSEVILLE CUSD 238,35.2,26.1,21.6,30.1,22.65,23.44946624219778,39.8,30.3,12.13806010894551,0.2,2.0
MONROE SD 70,66.5,60.0,59.598430620081736,54.0,55.1,42.20555521761533,62.5,58.3,63.650176612564756,0.3,3.0
MONTICELLO CUSD 25,59.4,35.65,26.2,55.650000000000006,35.15,21.5,60.9,47.53834861387169,22.053535201273462,0.2,2.0
MONTMORENCY CCSD 145,49.6,45.5,41.400322152902945,46.3,40.0,41.06189479607016,33.3,26.48815937432865,47.65221194517244,0.4,4.0
MORRIS SD 54,37.3,27.7,14.6,40.8,27.1,18.3,38.8,33.9,25.64466484240127,0.1,1.0
MORRISON CUSD 6,47.8,34.9,38.62938808103948,51.7,43.4,41.36566699254372,42.7,42.903931617755305,48.201569864500875,0.4,4.0
MORRISONVILLE CUSD 1,45.6,29.533106652724214,11.757747279328878,53.6,40.0,25.21745424059529,57.9,42.73233221359384,35.04571238374518,0.5,5.0
MORTON CUSD 709,76.35,63.625,41.833333333333336,66.15,45.1,36.23333333333333,61.425,40.24972457168935,18.078796406218988,0.2,2.0
MORTON GROVE SD 70,75.4,63.1,42.9,67.4,53.0,39.7,64.2,47.0,36.4,0.0,0.0
MOUNT OLIVE CUSD 5,52.3,42.2,34.061978277396406,31.5,23.3,17.722938437932093,44.4,48.42304000710158,36.57568509696311,0.4,4.0
MOUNT PROSPECT SD 57,70.4,74.13348877074715,45.75,59.849999999999994,67.19536610008497,38.8,64.55,67.5780758698212,65.4,0.3,3.0
MOUNT VERNON SD 80,30.4,27.799999999999997,19.7,20.799999999999997,17.85,14.97320447925457,24.0,16.2,39.169756944475296,0.2,2.0
MT PULASKI CUSD 23,58.4,48.8,20.29665227171907,45.1,31.7,27.699925645352344,48.3,37.8184520296491,43.132506817525055,0.4,4.0
MT ZION CUSD 3,54.65,38.8,25.2,53.55,38.1,30.1,49.7,40.7,49.298679716342335,0.1,1.0
MULBERRY GROVE CUSD 1,41.7,30.6,25.993355483001746,31.7,27.8,26.8933738335534,52.090332001124665,49.29415302993234,59.10260801358522,0.5,5.0
MUNDELEIN ESD 75,51.3,37.9,19.6,36.0,20.7,15.7,47.3,29.8,29.843895713600233,0.1,1.0
MURPHYSBORO CUSD 186,34.1,33.9,6.364236639818264,28.7,28.6,20.484941000098587,32.4,32.8,32.146061176578556,0.3,3.0
N PEKIN & MARQUETTE HGHT SD 102,59.9,57.849999999999994,28.4,38.5,31.1,16.434903167452923,51.7,47.2,18.497216010399967,0.2,2.0
NAPERVILLE CUSD 203,82.0,63.15,53.03076923076923,76.28571428571429,48.458333333333336,53.315384615384616,74.61538461538461,62.5,58.76666666666667,0.0,0.0
NASHVILLE CCSD 49,42.5,30.7,20.983900091916638,35.4,24.7,18.968622038071466,47.0,34.8,41.67860759210069,0.3,3.0
NAUVOO-COLUSA CUSD 325,61.0,62.3,32.54332896571931,34.5,30.4,21.157369880405874,44.4,43.3,47.89819180173882,0.3,3.0
NEOGA CUSD 3,54.8,52.9,40.26300459246783,41.3,29.4,33.177626384298385,61.2765811737086,54.01988349993734,51.67030835137438,0.5,5.0
NETTLE CREEK CCSD 24C,58.8,47.01760724379015,22.284896880056934,52.9,42.165730365601924,24.345500049559238,54.425037729900616,28.660456263191428,26.04013597520388,0.7,7.0
NEW ATHENS CUSD 60,67.7,53.3,43.13734258888041,60.6,46.7,40.0,58.1,56.06626865661145,45.42016656651115,0.3,3.0
NEW BERLIN CUSD 16,65.9,41.3,53.83736918717681,53.3,39.1,51.386967100307466,59.6,50.725717616861786,69.5476935793385,0.4,4.0
NEW HOLLAND-MIDDLETOWN ED 88,36.7,27.8,13.62164371714487,28.0,26.852663358759692,26.290783211201667,40.21711165717759,36.37160559753298,38.578348612951935,0.6,6.0
NEW HOPE CCSD 6,79.6,69.5,49.12721303076993,72.5,59.3,54.943014861484556,66.1,50.0,57.20524737318302,0.3,3.0
NEW LENOX SD 122,63.25,52.31666666666666,34.4,64.35,47.9,36.31428571428571,52.425,43.5,29.333333333333332,0.0,0.0
NEW SIMPSON HILL SD 32,61.8,57.7,40.512468044448454,45.6,46.5,27.435567841066927,30.6,23.54271745875095,25.335826527698732,0.4,4.0
NEWARK CCSD 66,72.0,67.37294650240702,61.90139786876253,58.0,48.06316719141805,50.35437423556037,62.36659479319859,49.5408852899126,52.46206186664571,0.7,7.0
NILES ESD 71,60.5,56.0,19.1,43.0,35.7,14.5,58.2,52.1,22.63410568631949,0.1,1.0
NIPPERSINK SD 2,70.25,65.15,40.35,50.5,38.7,39.5,58.849999999999994,60.20005186789065,54.91676539168358,0.2,2.0
NOKOMIS CUSD 22,47.0,44.3,33.887298322817834,40.9,34.4,43.15566365507919,56.8,55.6,65.26387676179289,0.3,3.0
NORRIDGE SD 80,66.1,62.5,33.3,67.4,64.4,38.1,55.13358799253598,53.478940046760556,41.1669409509704,0.3,3.0
NORRIS CITY-OMAHA-ENFIELD CUSD 3,39.3,31.1,8.831757980729579,19.9,12.5,3.1847991860182105,24.5,8.530356432128555,9.731143574513284,0.4,4.0
NORTH BOONE CUSD 200,52.15,50.76666666666667,22.0,46.5,40.166666666666664,9.381044370285217,33.3,33.3,9.370649681461037,0.2,2.0
NORTH CHICAGO SD 187,31.975,30.8,29.0,23.525,22.875,27.4,21.95,34.2,34.79412684873859,0.1,1.0
NORTH CLAY CUSD 25,42.5,34.3,22.793945239058587,31.5,22.5,25.112269104964735,26.1,15.163160731006336,34.92651956451343,0.4,4.0
NORTH GREENE CUSD 3,33.6,27.0,28.790820891817898,26.7,18.9,30.97130302342959,37.7,28.764889336243677,50.186049815010236,0.4,4.0
NORTH MAC CUSD 34,43.1,37.5,14.08524832669416,29.5,25.5,10.238758307566016,37.5,28.3,30.911250341072318,0.3,3.0
NORTH PALOS SD 117,81.85,78.4,47.5,73.25,67.95,51.75,53.0,43.95,31.6,0.0,0.0
NORTH SHORE SD 112,72.07142857142857,48.0,49.92857142857143,67.01428571428572,36.9,47.56666666666666,58.98571428571428,33.20823694075815,37.0,0.1,1.0
NORTH WAMAC SD 186,51.9,52.0,37.63468447581894,44.4,42.7,37.868202740749894,41.80719154507517,38.22331625749103,33.045183172981275,0.5,5.0
NORTH WAYNE CUSD 200,65.55000000000001,51.21107050289346,55.80203364838252,55.35,42.16080199081843,39.93728719482533,48.424908159007735,38.17685644389812,40.25971179942986,0.7,7.0
NORTHBROOK ESD 27,87.6,78.90287521071897,68.5,79.9,62.12157749667483,59.5,70.1,62.141247754726486,41.4,0.3,3.0
NORTHBROOK SD 28,84.66666666666667,69.0117669908755,59.96666666666667,81.23333333333333,63.52172347172139,58.666666666666664,72.06666666666666,46.72221710652434,57.347628091854,0.4,4.0
NORTHBROOK/GLENVIEW SD 30,84.5,60.553713972154526,58.8,85.30000000000001,60.74538909550676,63.95,69.3,38.542222277454485,56.5,0.3,3.0
NORTHWESTERN CUSD 2,56.4,65.9,23.12338396107953,42.6,40.9,18.934630389967726,42.60362472544468,37.669194429834455,34.23299449854701,0.5,5.0
NORWOOD ESD 63,31.5,32.6,14.951175908579604,20.5,25.05886891344258,19.228533256821493,26.880640220611422,33.73040624996005,26.522488406545094,0.6,6.0
O FALLON CCSD 90,64.5,46.58,30.325,61.14,38.58,31.8,58.4,38.5,15.485998183354237,0.1,1.0
OAK GROVE SD 68 BARTONVILLE,50.3,41.3,31.6,39.8,36.5,30.042832163289493,36.1,39.8120235832224,26.93792270253823,0.3,3.0
OAK GROVE SD 68 GREEN OAKS,83.2,52.6,42.9,73.1,50.012924328252204,26.8,84.0,60.39118502482974,36.4,0.2,2.0
OAK LAWN-HOMETOWN SD 123,60.620000000000005,52.220000000000006,37.650000000000006,41.08,34.519999999999996,29.53333333333333,41.08,33.56666666666666,46.126134058106835,0.1,1.0
OAK PARK ESD 97,73.0375,45.68333333333334,47.125,68.0,32.6,45.6125,67.8375,41.09248258333544,66.06666666666666,0.1,1.0
OAKDALE CCSD 1,36.1,31.819190599897006,48.33714636605186,57.1,47.99868692493464,50.067664883076546,45.08192029195965,50.098305067759554,67.84533618631083,0.7,7.0
OAKLAND CUSD 5,30.3,19.5,3.6958635397523896,20.5,16.9,9.665661724449208,42.478577230956,29.090058090967894,18.59124785048865,0.5,5.0
OAKWOOD CUSD 76,28.2,22.2,10.885610864699352,18.4,13.3,11.550102796715771,28.2,23.1,30.618295722181408,0.3,3.0
OBLONG CUSD 4,52.3,44.3,33.52556351279681,17.9,13.0,26.615700815403358,53.0,32.4,54.208852256847884,0.3,3.0
ODELL CCSD 435,48.8,48.8,35.839581992082394,29.8,27.5,21.469927186156777,37.5,35.5,41.900758856437115,0.3,3.0
ODIN PSD 722,22.7,20.5,-4.068716621313924,14.4,13.7,8.643384741028676,10.041682995089978,20.523275780303145,16.100696545218277,0.5,5.0
OGLESBY ESD 125,49.0,40.75,23.35897805592023,33.6,24.0,15.137568436142162,35.0,32.04262704612308,43.54519417637857,0.4,4.0
OHIO CCSD 17,37.8,31.863116236837175,32.08554190422945,34.3,26.584888438689,31.02470670543158,46.60879796111493,40.07861761701196,46.87300932236104,0.7,7.0
OKAW VALLEY CUSD 302,31.7,27.8,10.24592024878259,23.3,23.97582429200926,4.030027299287632,38.76736954081093,41.47110424056918,35.25613245072555,0.6,6.0
OLYMPIA CUSD 16,64.2,49.43333333333334,38.1,46.63333333333333,35.36666666666667,32.82103290779669,54.43333333333334,47.8,47.874420557285056,0.2,2.0
OPDYKE-BELLE-RIVE CCSD 5,45.2,40.0,29.569670135564756,13.1,18.00733203801509,18.080539589308632,43.85661923815289,51.888857865379684,26.18320216159225,0.6,6.0
ORANGEVILLE CUSD 203,48.4,36.9775067544319,29.47141944289574,50.0,41.7101836047394,30.700360153180505,42.68736221704389,36.29339321505319,43.50212945527025,0.7,7.0
OREGON CUSD 220,63.0,52.3,27.7,52.8,40.2,29.4,45.9,32.8,25.11357588095277,0.1,1.0
ORION CUSD 223,64.2,58.5,29.694378802461358,61.0,49.1,30.335520903100228,67.6,63.2,45.05756218600649,0.3,3.0
ORLAND SD 135,68.13333333333333,46.9,35.93333333333333,54.53333333333334,32.13333333333333,32.43333333333333,53.8,32.699999999999996,28.0,0.0,0.0
OTTAWA ESD 141,54.2,45.15,31.65,37.474999999999994,30.0,39.3,38.6,25.8,44.040984066259526,0.1,1.0
PALATINE CCSD 15,52.07692307692308,35.0,34.09230769230769,46.05384615384616,29.338461538461537,31.772727272727273,47.599999999999994,27.5,49.38,0.0,0.0
PALESTINE CUSD 3,33.8,23.0,22.49620400396405,28.2,17.6,11.116627706697459,35.1,30.78055221767646,41.76416946804108,0.4,4.0
PALOS CCSD 118,76.1,71.25,42.650000000000006,66.25,59.25,40.5,63.5,50.8,62.2955084339006,0.1,1.0
PALOS HEIGHTS SD 128,69.9,55.8,28.6,62.4,68.4,50.0,50.0,55.487593686232394,32.02225945584089,0.2,2.0
PANA CUSD 8,47.7,38.9,22.4,46.4,38.1,15.8,29.6,16.575238391791768,14.145622542754953,0.2,2.0
PANHANDLE CUSD 2,45.9,37.45080564674097,36.65512266652472,52.9,50.0,61.19115433686517,59.3,49.255395293663355,65.69384437377836,0.5,5.0
PARIS CUSD 4,63.8,55.6,35.7,47.7,37.8,32.68304878444091,45.7,33.09097543782204,35.94982998404279,0.3,3.0
PARIS-UNION SD 95,51.6,47.2,6.66685266063352,41.8,36.1,15.150510276927967,34.0,29.8,21.829949433274987,0.3,3.0
PARK FOREST - CHICAGO HEIGHTS SCHOOL DISTRICT 163,37.25,38.73333333333333,22.659137373712397,35.45,35.4,24.477050900712392,32.1,28.4,32.22306916582274,0.3,3.0
PARK RIDGE CCSD 64,79.0,59.1,55.56,75.92,50.0,52.9,62.279999999999994,34.29906996505316,48.36666666666667,0.1,1.0
PATOKA CUSD 100,58.7,52.9,43.56102188451774,28.8,26.965190485074604,15.104020749840354,70.64077329393041,58.666856436987786,57.006897233459355,0.6,6.0
PAW PAW CUSD 271,59.0,57.46472954081001,27.23336926502188,38.5,45.706128703973064,19.990448469892584,40.98326366191937,42.28792801982505,36.79093864986659,0.7,7.0
PAWNEE CUSD 11,60.4,55.3,34.2,40.3,31.0505733132927,34.78752343330502,52.6,40.7811993812692,41.36845615251685,0.4,4.0
PAXTON-BUCKLEY-LODA CUD 10,45.8,38.3,22.6,39.0,30.8,21.2,22.0,29.085767848969837,5.429168181867075,0.2,2.0
PAYSON CUSD 1,45.6,35.1,32.123710119498426,30.7,27.0,25.5343067012786,38.29854254815606,35.8923324753712,43.78879121795328,0.5,5.0
PEARL CITY CUSD 200,44.7,28.0,27.699925341814676,42.1,32.0,37.027239977785,35.7,37.23124519189115,40.82787055640929,0.4,4.0
PECATONICA CUSD 321,53.7,48.9,31.4,58.1,47.7,49.6,54.65004481750759,49.93378396179123,49.58413250683156,0.3,3.0
PEKIN PSD 108,44.96666666666667,38.75,12.6,30.928571428571427,24.883333333333336,8.0,31.549999999999997,25.35,17.5,0.0,0.0
PEMBROKE CCSD 259,25.6,23.4,10.956145769284802,7.952227746123188,4.654848730351422,1.740842911524056,35.1,32.4,43.93293870540569,0.5,5.0
PENNOYER SD 79,54.2,46.3,46.36003161082089,36.7,32.8,33.37212551498651,39.3,42.1,43.220254499343135,0.3,3.0
PEORIA HEIGHTS CUSD 325,37.5,35.6,18.79880532291992,15.2,15.1,-4.722102124168451,12.9,8.323343845894243,9.810690550392142,0.4,4.0
PEORIA SD 150,29.73846153846154,26.884615384615383,35.766666666666666,21.184615384615384,17.73076923076923,42.274244297849876,8.399999999999999,19.52511447489895,26.022902774930003,0.3,3.0
PEOTONE CUSD 207U,56.5,62.820439005999845,29.685849434916168,52.1,51.25827140107022,43.94480029034318,47.4,61.57179548312053,37.91287946115576,0.6,6.0
PERU ESD 124,55.9,53.8,37.81495077599589,52.9,48.1,37.97708222867169,43.509958283395505,41.892184295008896,30.34343177435276,0.5,5.0
PIKELAND CUSD 10,27.3,23.0,11.3,10.8,7.6,2.8305134067066327,17.8,17.0,11.406715177560155,0.2,2.0
PINCKNEYVILLE SD 50,63.7,46.0,26.651194821182372,50.8,34.35,21.602038112690007,56.5,38.5,39.713570373745505,0.3,3.0
PLAINFIELD SD 202,58.76111111111111,46.37777777777778,32.523529411764706,47.81666666666666,34.47777777777778,28.54375,49.90555555555555,36.608333333333334,41.3875,0.0,0.0
PLANO CUSD 88,39.9,36.3,21.6,27.0,18.0,15.7,32.1,28.2,33.527155118388634,0.1,1.0
PLEASANT HILL CUSD 3,24.1,21.6,27.849978436660578,25.6,23.9,34.42512723992661,37.2,35.5040514350253,58.831264226186306,0.4,4.0
PLEASANT HILL SD 69,37.3,36.3,16.042056314702243,40.06956794311997,41.25825043220026,23.35849176257545,46.2,48.0,40.06068069069535,0.5,5.0
PLEASANT PLAINS CUSD 8,70.6,61.45853131747069,44.4,62.8,50.07574394274461,30.6,54.744586096528565,43.36198511481213,17.491786609272328,0.5,5.0
PLEASANT VALLEY SD 62,38.8,38.8,42.065179564818145,31.2,31.2,35.45853290577572,24.6,24.6,38.37765148267511,0.3,3.0
PLEASANTDALE SD 107,76.8,59.4,38.5,76.3,62.5,53.8,61.13370819917145,54.64840938346301,46.258121334923764,0.3,3.0
POLO CUSD 222,67.5,57.4,43.901591217726896,71.1,63.0,58.09872932050728,54.3,52.6,48.40198242026562,0.3,3.0
PONTIAC CCSD 429,36.4,30.5,23.049999999999997,27.15,20.549999999999997,32.1,31.7,20.6,34.76308637028844,0.1,1.0
PONTIAC-W HOLLIDAY SD 105,37.0,32.0,23.926601366424144,25.1,20.2,16.65258204573019,35.0,29.7,41.57500552589972,0.3,3.0
POPE CO CUD 1,49.1,41.3,39.20348462786752,37.0,27.2,24.697279386992776,32.2,32.4,29.46251296774586,0.3,3.0
PORTA CUSD 202,61.8,55.4,30.9,32.9,23.8,14.068422076581442,36.4,31.3,14.333272119410955,0.2,2.0
POSEN-ROBBINS ESD 143-5,51.3,56.46666666666667,24.23173611599336,40.233333333333334,42.23333333333333,25.141088336030965,25.0,25.2,14.487452328541707,0.3,3.0
POTOMAC CUSD 10,47.5,52.4,17.712020322345804,33.8,26.2,14.306921032432978,33.509842503505176,23.523166688314177,27.84886924897771,0.5,5.0
PRAIRIE CENTRAL CUSD 8,64.55,48.8,37.6,43.7,28.9,33.946857152125204,42.4,33.9,51.15149200238449,0.2,2.0
PRAIRIE CROSSING CHARTER SCHOOL,73.1,61.40590614232935,55.1,62.9,45.58899744970548,34.6,68.8,64.36453601443611,44.4,0.3,3.0
PRAIRIE DU ROCHER CCSD 134,67.6,66.7,59.17031727652652,59.2,40.0,54.29546231542704,58.366027283325934,48.69020853696302,55.60419739321666,0.5,5.0
PRAIRIE GROVE CSD 46,59.8,53.2,26.0,58.1,60.9,28.0,44.19514915849942,37.705627120492714,9.722437624839026,0.3,3.0
PRAIRIE HILL CCSD 133,82.1,88.9,65.7,79.8,77.8,68.6,57.463996409275346,53.512385579974946,49.86357523703076,0.3,3.0
PRAIRIE-HILLS ESD 144,28.75714285714286,28.514285714285712,21.124926174001345,19.21666666666667,18.683333333333337,16.12369401872847,11.810992257763846,20.868062967898993,19.21690523468114,0.5,5.0
PRAIRIEVIEW-OGDEN CCSD 197,59.45,52.04899974540834,44.65979771094302,58.150000000000006,51.992871124242605,49.21103323393044,57.7,50.05084542828477,60.04510085569552,0.6,6.0
PRINCETON ESD 115,57.7,50.0,25.8,56.3,46.9,25.8,51.951144561403375,35.27145754404859,16.787952520256617,0.3,3.0
